date,x1,x2,response
4/30/1962,47,0.306185324,-0.634326373
5/31/1962,48,0.753649936,-0.422479651
6/30/1962,49,1.00090681,0.217077018
7/31/1962,50,0.540101696,0.689787455
8/31/1962,51,0.672733444,0.473779799
9/30/1962,52,1.651150956,0.855332579
10/31/1962,53,2.332640268,2.071317993
11/30/1962,54,2.18918451,2.964251256
12/31/1962,55,3.013946996,2.992968936
1/31/1963,56,3.573726125,3.939929439
2/28/1963,57,3.979220507,4.56433348
3/31/1963,58,3.651587152,4.972861609
4/30/1963,59,2.943509186,4.586482208
5/31/1963,60,2.06233877,3.76153095
6/30/1963,61,2.055154542,2.71262661
7/31/1963,62,2.898613658,2.497276711
8/31/1963,63,3.117697895,3.105081139
9/30/1963,64,2.347093457,3.075673543
10/31/1963,65,2.111786856,2.059190141
11/30/1963,66,2.169544626,1.595905009
12/31/1963,67,1.293569794,1.457759284
1/31/1964,68,0.929723313,0.430136321
2/29/1964,69,-0.057837959,-0.031674179
3/31/1964,70,-0.110028333,-1.05742443
4/30/1964,71,-0.027544754,-1.085654338
5/31/1964,72,-0.89476371,-0.918550593
6/30/1964,73,-0.803064886,-1.645750957
7/31/1964,74,-0.850975812,-1.36734079
8/31/1964,75,-0.50198302,-1.193456431
9/30/1964,76,-0.527825786,-0.601374567
10/31/1964,77,-1.291310461,-0.377948577
11/30/1964,78,-0.674194221,-0.901483133
12/31/1964,79,-0.437888588,-0.068654351
1/31/1965,80,0.33974633,0.345714288
2/28/1965,81,1.199037964,1.252691581
3/31/1965,82,0.606447544,2.184563075
4/30/1965,83,0.675022655,1.603277338
5/31/1965,84,0.214601884,1.621179084
6/30/1965,85,0.343691256,1.051257523
7/31/1965,86,-0.298786868,1.01882691
8/31/1965,87,-0.718300962,0.172852135
9/30/1965,88,-0.77963882,-0.479482838
10/31/1965,89,-0.949639256,-0.788490129
11/30/1965,90,-1.659729882,-1.205609667
12/31/1965,91,-2.336600772,-2.146904395
1/31/1966,92,-2.314020622,-3.024689234
2/28/1966,93,-3.08904791,-3.160241026
3/31/1966,94,-2.87571698,-4.04078637
4/30/1966,95,-3.412045291,-3.873799008
5/31/1966,96,-2.086281265,-4.39441498
6/30/1966,97,-1.963826833,-2.991859627
7/31/1966,98,-2.305071567,-2.73630939
8/31/1966,99,-2.122976251,-2.896429097
9/30/1966,100,-1.788186435,-2.496441005
10/31/1966,101,-1.43604526,-1.920538186
11/30/1966,102,-1.918322989,-1.319055014
12/31/1966,103,-0.982483824,-1.559264635
1/31/1967,104,-1.371278232,-0.403681871
2/28/1967,105,-1.84981459,-0.608719782
3/31/1967,106,-1.089032406,-0.950911833
4/30/1967,107,-1.730598389,-0.109674763
5/31/1967,108,-1.120649895,-0.731677575
6/30/1967,109,-1.45349096,-0.164273966
7/31/1967,110,-1.887172698,-0.599122741
8/31/1967,111,-2.814914836,-1.187932666
9/30/1967,112,-2.460012565,-2.31427835
10/31/1967,113,-1.546819861,-2.189106776
11/30/1967,114,-0.815819585,-1.52248838
12/31/1967,115,-1.544376844,-1.039575225
1/31/1968,116,-0.929213006,-2.002307563
2/29/1968,117,-0.902287318,-1.59284689
3/31/1968,118,-1.030469642,-1.730362826
4/30/1968,119,-0.667805911,-1.97150105
5/31/1968,120,0.167252729,-1.663284444
6/30/1968,121,1.006226932,-0.820778896
7/31/1968,122,0.437641374,0.087073238
8/31/1968,123,1.05313614,-0.355485866
9/30/1968,124,0.10495364,0.435348165
10/31/1968,125,0.253684892,-0.299084006
11/30/1968,126,0.858201938,0.088518679
12/31/1968,127,1.500307256,0.942176394
1/31/1969,128,1.920906424,1.828201255
2/28/1969,129,1.678632919,2.472333106
3/31/1969,130,1.829799915,2.419307243
4/30/1969,131,1.29702015,2.713670339
5/31/1969,132,1.776924587,2.269131892
6/30/1969,133,1.258087204,2.776836447
7/31/1969,134,0.820141283,2.223629506
8/31/1969,135,0.930956262,1.691281283
9/30/1969,136,1.002145785,1.653530695
10/31/1969,137,1.851152682,1.531228471
11/30/1969,138,1.318129592,2.153847823
12/31/1969,139,0.900496671,1.37561707
1/31/1970,140,1.433017027,0.709202193
2/28/1970,141,1.810361289,1.004834358
3/31/1970,142,2.734649356,1.171912752
4/30/1970,143,3.341477412,1.92563059
5/31/1970,144,3.906054247,2.412189285
6/30/1970,145,3.346282072,2.914275394
7/31/1970,146,3.637061884,2.353676498
8/31/1970,147,3.556798713,2.705344996
9/30/1970,148,2.61547687,2.743900155
10/31/1970,149,2.271262596,1.971938736
11/30/1970,150,2.070053121,1.837096971
12/31/1970,151,2.417074477,1.872254321
1/31/1971,152,2.584063827,2.467940674
2/28/1971,153,1.593855225,2.880432406
3/31/1971,154,0.693241496,2.117299423
4/30/1971,155,0.400326968,1.411216089
5/31/1971,156,0.50335357,1.268191773
6/30/1971,157,-0.195898843,1.467148956
7/31/1971,158,-1.158541818,0.803902996
8/31/1971,159,-0.220817454,-0.184896362
9/30/1971,160,-0.035826488,0.66613506
10/31/1971,161,-0.47509863,0.709286673
11/30/1971,162,-0.856156418,0.08184765
12/31/1971,163,-0.489695409,-0.522005241
1/31/1972,164,-1.427968072,-0.399115237
2/29/1972,165,-0.975359117,-1.586590741
3/31/1972,166,-0.950588961,-1.373322238
4/30/1972,167,-0.5774301,-1.563149114
5/31/1972,168,0.195607528,-1.366501262
6/30/1972,169,-0.665899511,-0.72091402
7/31/1972,170,-0.439232666,-1.652886574
8/31/1972,171,0.380659562,-1.435319169
9/30/1972,172,-0.142786377,-0.562594546
10/31/1972,173,-0.907732208,-0.97456112
11/30/1972,174,0.019300791,-1.57631186
12/31/1972,175,0.237037583,-0.444514725
1/31/1973,176,-0.436086343,0.006824005
2/28/1973,177,0.338058849,-0.418384418
3/31/1973,178,-0.398497844,0.602575658
4/30/1973,179,-0.067895996,0.096387474
5/31/1973,180,0.506158277,0.626588259
6/30/1973,181,-0.410089872,1.357061801
7/31/1973,182,-0.901780223,0.544327862
8/31/1973,183,-0.309735292,0.09681065
9/30/1973,184,-0.294739705,0.670941175
10/31/1973,185,-0.604235542,0.607048643
11/30/1973,186,-0.581677636,0.162595855
12/31/1973,187,-1.278742816,0.002518949
1/31/1974,188,-1.30550298,-0.913503559
2/28/1974,189,-0.569460518,-1.181929858
3/31/1974,190,-0.031073433,-0.695236708
4/30/1974,191,0.285980401,-0.398378782
5/31/1974,192,-0.093000169,-0.300016839
6/30/1974,193,-0.482261143,-0.86125483
7/31/1974,194,-1.282402887,-1.385006871
8/31/1974,195,-0.957531356,-2.263511325
9/30/1974,196,-1.818875458,-1.956001933
10/31/1974,197,-2.515985798,-2.772628111
11/30/1974,198,-2.147840146,-3.365720805
12/31/1974,199,-3.015511117,-2.8407251
1/31/1975,200,-3.549872792,-3.508465788
2/28/1975,201,-3.212387646,-3.812247645
3/31/1975,202,-2.765765539,-3.227869485
4/30/1975,203,-2.50271146,-2.533391777
5/31/1975,204,-2.420492205,-2.036929973
6/30/1975,205,-2.661814242,-1.750263029
7/31/1975,206,-3.124975458,-1.828808981
8/31/1975,207,-3.603091813,-2.180986345
9/30/1975,208,-2.180588707,-2.606811519
10/31/1975,209,-1.517909226,-1.193961115
11/30/1975,210,-2.154939868,-0.602278061
12/31/1975,211,-1.517836218,-1.367234641
1/31/1976,212,-2.049805331,-0.907032625
2/29/1976,213,-1.380826718,-1.653880181
3/31/1976,214,-1.564946113,-1.224396719
4/30/1976,215,-2.506031898,-1.657737324
5/31/1976,216,-1.50715627,-2.842275013
6/30/1976,217,-1.05700965,-2.065945318
7/31/1976,218,-1.103644266,-1.803601837
8/31/1976,219,-0.204035236,-1.991620105
9/30/1976,220,0.169290513,-1.178184689
10/31/1976,221,0.645655643,-0.830464661
11/30/1976,222,0.905490935,-0.317545316
12/31/1976,223,0.93813728,0.038731361
1/31/1977,224,1.713076845,0.221710003
2/28/1977,225,2.423076826,1.191525843
3/31/1977,226,3.164261824,2.128829614
4/30/1977,227,2.7596429,3.115613269
5/31/1977,228,2.292315962,2.959617733
6/30/1977,229,1.615026913,2.728480717
7/31/1977,230,2.167665179,2.260262978
8/31/1977,231,1.793420045,2.9818549
9/30/1977,232,2.460701518,2.725941049
10/31/1977,233,3.393522439,3.453574166
11/30/1977,234,2.909627463,4.385014718
12/31/1977,235,3.41036254,3.838093186
1/31/1978,236,3.603819483,4.218074205
2/28/1978,237,2.733120138,4.24055749
3/31/1978,238,2.480780661,3.159295203
4/30/1978,239,3.169032873,2.669895281
5/31/1978,240,3.832003001,3.109328818
6/30/1978,241,2.23360838,3.527192379
7/31/1978,242,3.03244765,1.70264284
8/31/1978,243,2.024569031,2.308340058
9/30/1978,244,1.326469242,1.15234089
10/31/1978,245,1.98634661,0.360351472
11/30/1978,246,2.878890118,0.986407735
12/31/1978,247,3.422069459,1.907301494
1/31/1979,248,3.599875503,2.539239762
2/28/1979,249,2.926082393,2.860694806
3/31/1979,250,3.259740609,2.376509373
4/30/1979,251,3.731833634,2.933945054
5/31/1979,252,3.283411139,3.650071933
6/30/1979,253,2.218227669,3.450766839
7/31/1979,254,3.180308379,2.624295404
8/31/1979,255,2.883771769,3.799840823
9/30/1979,256,2.521169357,3.678249396
10/31/1979,257,3.244623659,3.441195396
11/30/1979,258,3.262891065,4.232995346
12/31/1979,259,3.933540234,4.258156236
1/31/1980,260,3.422714548,4.873818122
2/29/1980,261,3.677856293,4.249543227
3/31/1980,262,2.134487729,4.339827561
4/30/1980,263,1.881372308,2.590443419
5/31/1980,264,2.836664183,2.102963304
6/30/1980,265,3.305770611,2.810113029
7/31/1980,266,3.965649329,3.032728129
8/31/1980,267,2.884772895,3.463091979
9/30/1980,268,2.176234144,2.183947259
10/31/1980,269,2.781863742,1.320714165
11/30/1980,270,3.304113468,1.824841509
12/31/1980,271,2.183353644,2.305091988
1/31/1981,272,1.441050142,1.204447234
2/28/1981,273,0.768068769,0.543122462
3/31/1981,274,0.545503589,0.006948612
4/30/1981,275,1.327107292,-0.03148628
5/31/1981,276,1.477542193,0.970122147
6/30/1981,277,0.853493205,1.36275738
7/31/1981,278,0.543173462,0.988045486
8/31/1981,279,1.521771779,0.918697029
9/30/1981,280,1.446233548,2.114918395
10/31/1981,281,2.014005324,2.220124229
11/30/1981,282,1.879844435,2.920523297
12/31/1981,283,1.230452445,2.862626802
1/31/1982,284,1.566418352,2.228394559
2/28/1982,285,1.612542905,2.517473005
3/31/1982,286,1.968437148,2.457578125
4/30/1982,287,2.782148208,2.65491274
5/31/1982,288,2.394313275,3.267382442
6/30/1982,289,2.914119093,2.648136638
7/31/1982,290,3.014170937,2.920750077
8/31/1982,291,2.761190513,2.773197259
9/30/1982,292,2.584256907,2.287594751
10/31/1982,293,3.270467375,1.90748495
11/30/1982,294,2.908343427,2.432597626
12/31/1982,295,3.855546977,1.961470569
1/31/1983,296,3.824630845,2.858542977
2/28/1983,297,2.281962122,2.839484584
3/31/1983,298,2.642315674,1.369925223
4/30/1983,299,3.144036709,1.860094174
5/31/1983,300,3.216264284,2.540265352
6/30/1983,301,2.867353846,2.828482648
7/31/1983,302,2.315715773,2.719672316
8/31/1983,303,2.918377311,2.417316471
9/30/1983,304,3.227604105,3.262943197
10/31/1983,305,2.406229297,3.793711742
11/30/1983,306,3.35375128,3.158680854
12/31/1983,307,3.938283251,4.245762963
1/31/1984,308,3.310788581,4.914394094
2/29/1984,309,2.089787497,4.310308739
3/31/1984,310,2.838932187,3.050571649
4/30/1984,311,2.794123791,3.701243428
5/31/1984,312,3.123609727,3.504347783
6/30/1984,313,3.8893324,3.637588183
7/31/1984,314,2.652675686,4.175108629
8/31/1984,315,1.841351295,2.692481506
9/30/1984,316,1.093908695,1.632711773
10/31/1984,317,1.949672081,0.649796026
11/30/1984,318,1.517827026,1.29769904
12/31/1984,319,1.211563233,0.698530139
1/31/1985,320,1.826233152,0.275882411
2/28/1985,321,1.865127984,0.832344499
3/31/1985,322,1.599776521,0.87482668
4/30/1985,323,2.164260689,0.674634706
5/31/1985,324,1.597600952,1.3617992
6/30/1985,325,1.600932872,0.967712957
7/31/1985,326,0.91885289,1.182781757
8/31/1985,327,0.784028255,0.738437266
9/30/1985,328,1.326332283,0.85256549
10/31/1985,329,0.648514697,1.639561066
11/30/1985,330,0.518883456,1.186959977
12/31/1985,331,-0.401591117,1.249067315
1/31/1986,332,0.288574735,0.474932025
2/28/1986,333,0.939398304,1.256939196
3/31/1986,334,1.112061322,1.939395872
4/30/1986,335,0.423376415,2.081516993
5/31/1986,336,-0.025719266,1.302014129
6/30/1986,337,0.948128318,0.707471055
7/31/1986,338,-0.014383458,1.490285021
8/31/1986,339,0.04372053,0.303030951
9/30/1986,340,0.961417874,0.116657353
10/31/1986,341,1.774965099,0.785342254
11/30/1986,342,0.972575845,1.360824565
12/31/1986,343,0.982699591,0.346119649
1/31/1987,344,1.185116961,0.182877745
2/28/1987,345,1.422452946,0.261658514
3/31/1987,346,0.647319565,0.432774072
4/30/1987,347,1.527277174,-0.347046299
5/31/1987,348,2.518524252,0.590049175
6/30/1987,349,2.757797995,1.696706415
7/31/1987,350,2.018725838,2.102486973
8/31/1987,351,2.330585375,1.570665696
9/30/1987,352,1.579348487,2.117634323
10/31/1987,353,0.738030867,1.614746789
11/30/1987,354,0.357115025,1.019577629
12/31/1987,355,1.144329998,0.867305033
1/31/1988,356,0.38531476,1.851442107
2/29/1988,357,-0.52332281,1.245384166
3/31/1988,358,-1.298740151,0.436228942
4/30/1988,359,-0.381515601,-0.299366334
5/31/1988,360,-0.176598423,0.595544058
6/30/1988,361,0.014547381,0.71739824
7/31/1988,362,-0.404116855,0.769896667
8/31/1988,363,0.457070475,0.165621092
9/30/1988,364,0.09826706,0.805773538
10/31/1988,365,0.998972618,0.204254571
11/30/1988,366,1.813069436,0.855654788
12/31/1988,367,1.111029507,1.429357073
1/31/1989,368,1.268604353,0.510779987
2/28/1989,369,0.357589219,0.489138283
3/31/1989,370,0.571689472,-0.552629975
4/30/1989,371,0.588002013,-0.412689825
5/31/1989,372,0.972728119,-0.409333451
6/30/1989,373,0.306636623,0.024445978
7/31/1989,374,1.061897149,-0.533632605
8/31/1989,375,1.862343299,0.381884704
9/30/1989,376,1.949430144,1.384867518
10/31/1989,377,2.207671983,1.704178158
11/30/1989,378,1.502301613,2.209892373
12/31/1989,379,2.024434926,1.751856327
1/31/1990,380,2.615344423,2.505807859
2/28/1990,381,2.221571462,3.298606138
3/31/1990,382,2.491033869,3.064240054
4/30/1990,383,2.024552202,3.440716288
5/31/1990,384,2.69436133,3.022201794
6/30/1990,385,2.264439872,3.677949075
7/31/1990,386,2.903148334,3.172811049
8/31/1990,387,3.141033261,3.679824822
9/30/1990,388,2.955865318,3.737725078
10/31/1990,389,3.630980176,3.335473057
11/30/1990,390,3.344031488,3.769901666
12/31/1990,391,3.898479139,3.233629264
1/31/1991,392,3.66901527,3.545617477
2/28/1991,393,3.506947921,3.095633398
3/31/1991,394,3.535595986,2.748695947
4/30/1991,395,3.141935927,2.639618346
5/31/1991,396,2.639491006,2.16394017
6/30/1991,397,2.98795553,1.640284172
7/31/1991,398,2.029401016,2.02966346
8/31/1991,399,2.794322988,1.17160567
9/30/1991,400,2.941752079,2.090357925
10/31/1991,401,3.471627978,2.435386438
11/30/1991,402,2.343875018,3.194345121
12/31/1991,403,3.279558043,2.312915051
1/31/1992,404,2.243784602,3.496845907
2/29/1992,405,1.573225957,2.695810389
3/31/1992,406,1.410234206,2.231884894
4/30/1992,407,0.730931293,2.234574069
5/31/1992,408,-0.051408038,1.669698623
6/30/1992,409,0.573604513,0.943418753
7/31/1992,410,1.075041945,1.562637253
8/31/1992,411,0.939794173,1.99678737
9/30/1992,412,1.50565983,1.736942616
10/31/1992,413,0.924704928,2.128648461
11/30/1992,414,0.315257999,1.334799332
12/31/1992,415,1.109184558,0.486960492
1/31/1993,416,1.229244218,1.031819511
2/28/1993,417,0.315833143,0.907621815
3/31/1993,418,-0.605497363,-0.230049693
4/30/1993,419,0.140970042,-1.341700282
5/31/1993,420,-0.808896382,-0.739779427
6/30/1993,421,-0.239887926,-1.779431666
7/31/1993,422,-1.22826999,-1.239865841
8/31/1993,423,-1.370043263,-2.195516753
9/30/1993,424,-1.278341702,-2.244420154
10/31/1993,425,-1.072749776,-2.005484202
11/30/1993,426,-0.558440013,-1.607447686
12/31/1993,427,-1.200233541,-0.867448406
1/31/1994,428,-1.240884414,-1.264339773
2/28/1994,429,-1.766618315,-1.05610267
3/31/1994,430,-2.246942011,-1.344437428
4/30/1994,431,-3.091985736,-1.613611144
5/31/1994,432,-3.987895799,-2.286882334
6/30/1994,433,-3.209034189,-3.061077293
7/31/1994,434,-2.215707371,-2.218125665
8/31/1994,435,-2.896714846,-1.222318721
9/30/1994,436,-2.83420897,-1.962610166
10/31/1994,437,-2.387822385,-2.017466363
11/30/1994,438,-3.314460086,-1.739222952
12/31/1994,439,-3.93499495,-2.874330597
1/31/1995,440,-2.723977218,-3.730700526
2/28/1995,441,-2.752137833,-2.768219896
3/31/1995,442,-2.24993976,-3.042166818
4/30/1995,443,-3.065850732,-2.767722454
5/31/1995,444,-2.258456908,-3.779193915
6/30/1995,445,-1.37839801,-3.123008357
7/31/1995,446,-2.062162809,-2.340404102
8/31/1995,447,-2.000829161,-3.061810665
9/30/1995,448,-2.969734886,-2.975965519
10/31/1995,449,-2.454013441,-3.85973049
11/30/1995,450,-2.116969543,-3.203532676
12/31/1995,451,-3.046503743,-2.679410932
1/31/1996,452,-2.483841678,-3.386897405
2/29/1996,453,-2.329681601,-2.581023584
3/31/1996,454,-2.958303269,-2.17760945
4/30/1996,455,-2.369052949,-2.566432172
5/31/1996,456,-2.83943995,-1.761747552
6/30/1996,457,-2.568861493,-2.054459562
7/31/1996,458,-3.200323361,-1.655012391
8/31/1996,459,-3.173733661,-2.214424257
9/30/1996,460,-2.210410042,-2.177082986
10/31/1996,461,-1.29822753,-1.264974708
11/30/1996,462,-0.986170633,-0.462790126
12/31/1996,463,-0.500859338,-0.312674612
1/31/1997,464,-0.466644535,-0.03117942
2/28/1997,465,-0.380173279,-0.229983141
3/31/1997,466,0.064529456,-0.39124487
4/30/1997,467,0.047947729,-0.193586741
5/31/1997,468,-0.524546419,-0.44116466
6/30/1997,469,-0.548547816,-1.21424436
7/31/1997,470,-1.389003013,-1.395949232
8/31/1997,471,-1.778501875,-2.341420588
9/30/1997,472,-1.696388213,-2.776718896
10/31/1997,473,-2.396631731,-2.678340382
11/30/1997,474,-3.000627797,-3.301266018
12/31/1997,475,-3.247855488,-3.771698423
1/31/1998,476,-2.318460255,-3.837421016
2/28/1998,477,-1.478507461,-2.689864356
3/31/1998,478,-1.831382876,-1.608658028
4/30/1998,479,-1.156087595,-1.712187776
5/31/1998,480,-1.075876435,-0.794957802
6/30/1998,481,-1.168328932,-0.495265251
7/31/1998,482,-0.994490394,-0.404335947
8/31/1998,483,-1.363171343,-0.094616994
9/30/1998,484,-0.840222726,-0.383367295
10/31/1998,485,-0.786144386,0.158592498
11/30/1998,486,-1.252084104,0.169580523
12/31/1998,487,-0.990849822,-0.398871857
1/31/1999,488,-0.397412487,-0.293198842
2/28/1999,489,-0.091713393,0.101300667
3/31/1999,490,-0.669021812,0.177054366
4/30/1999,491,-0.087623745,-0.646910125
5/31/1999,492,-0.994594015,-0.313542927
6/30/1999,493,-1.874272218,-1.454497506
7/31/1999,494,-1.207115337,-2.539565447
8/31/1999,495,-1.972086791,-2.036433592
9/30/1999,496,-2.446547373,-2.91386708
10/31/1999,497,-2.418969293,-3.44223436
11/30/1999,498,-1.810881349,-3.406655983
12/31/1999,499,-1.526182974,-2.729158168
1/31/2000,500,-1.511934626,-2.317955916
2/29/2000,501,-1.602341942,-2.127975085
3/31/2000,502,-1.061422623,-2.004347506
4/30/2000,503,-1.374400864,-1.224398533
5/31/2000,504,-1.232347421,-1.288214068
6/30/2000,505,-1.042457209,-0.902356595
7/31/2000,506,-0.165410886,-0.489179585
8/31/2000,507,0.642369292,0.576753413
9/30/2000,508,0.071634011,1.527276084
10/31/2000,509,-0.114617679,1.044264078
11/30/2000,510,0.609391337,0.885262237
12/31/2000,511,0.138202524,1.574353411
1/31/2001,512,1.04652257,1.008250088
2/28/2001,513,0.535646858,1.76756028
3/31/2001,514,0.501546145,1.062844083
4/30/2001,515,1.049833517,0.802124313
5/31/2001,516,1.376725961,1.105104134
6/30/2001,517,1.932586993,1.183252569
7/31/2001,518,1.804023454,1.502398829
8/31/2001,519,2.766205476,1.163867535
9/30/2001,520,2.292723992,1.955883597
10/31/2001,521,2.948753112,1.362618042
11/30/2001,522,3.752405279,1.956692574
12/31/2001,523,2.792394688,2.760071672
1/31/2002,524,3.225228432,1.86148651
2/28/2002,525,3.224853152,2.413625045
3/31/2002,526,2.962641083,2.583016123
4/30/2002,527,3.034101946,2.530476731
5/31/2002,528,3.720827621,2.838480155
6/30/2002,529,2.684708567,3.773911209
7/31/2002,530,2.753733162,2.983197052
8/31/2002,531,2.527924013,3.279067976
9/30/2002,532,1.66482171,3.247442382
10/31/2002,533,1.464041623,2.533787467
11/30/2002,534,0.879289683,2.428426684
12/31/2002,535,0.42537609,1.879133258
1/31/2003,536,0.904214788,1.398512748
2/28/2003,537,0.342113309,1.790139605
3/31/2003,538,0.232091419,1.08574377
4/30/2003,539,0.336089271,0.787192184
5/31/2003,540,0.627478663,0.668146863
6/30/2003,541,0.80755672,0.715847349
7/31/2003,542,1.582141929,0.646742163
8/31/2003,543,1.216279438,1.1821428
9/30/2003,544,0.259912968,0.601965745
10/31/2003,545,-0.532342107,-0.530520239
11/30/2003,546,-1.183293972,-1.44974952
12/31/2003,547,-1.43087558,-2.17063564
1/31/2004,548,-1.318568557,-2.426763381
2/29/2004,549,-1.319650594,-2.261083012
3/31/2004,550,-1.429866795,-2.150190718
4/30/2004,551,-1.401913071,-2.096793626
5/31/2004,552,-0.773158003,-1.863760329
6/30/2004,553,-1.694105283,-1.001210263
7/31/2004,554,-1.300551864,-1.674183359
8/31/2004,555,-1.318628578,-1.033894405
9/30/2004,556,-1.101974237,-0.821815054
10/31/2004,557,-0.885476907,-0.405894106
11/30/2004,558,-0.46367658,-0.03340906
12/31/2004,559,0.070572835,0.491401531
1/31/2005,560,0.964130819,1.069279079
2/28/2005,561,1.694199236,1.944370478
3/31/2005,562,2.391988385,2.595025757
4/30/2005,563,2.789750072,3.157392738
5/31/2005,564,2.021604514,3.372143121
6/30/2005,565,1.08181203,2.384775879
7/31/2005,566,1.39342532,1.203181476
8/31/2005,567,2.165519911,1.265446682
9/30/2005,568,1.906955853,1.796150281
10/31/2005,569,2.075220365,1.319160846
11/30/2005,570,2.258126291,1.305546227
12/31/2005,571,1.357980288,1.354427632
1/31/2006,572,2.151228654,0.376444714
2/28/2006,573,1.360653364,1.152883293
3/31/2006,574,1.896909452,0.407570495
4/30/2006,575,2.010434219,1.048347152
5/31/2006,576,2.048435762,1.319151981
6/30/2006,577,1.558737739,1.557414168
7/31/2006,578,2.515500039,1.298506134
8/31/2006,579,3.399070216,2.502238362
9/30/2006,580,3.381557961,3.633603016
10/31/2006,581,3.609125383,3.849303123
11/30/2006,582,3.134467141,4.281000779
12/31/2006,583,2.698573458,3.968698812
1/31/2007,584,2.693978793,3.643292921
2/28/2007,585,3.585422119,3.690447966
3/31/2007,586,2.818875876,4.571685376
4/30/2007,587,2.549936417,3.733612144
5/31/2007,588,1.937305325,3.336271825
6/30/2007,589,1.790548031,2.546349347
7/31/2007,590,1.330339047,2.184433258
8/31/2007,591,1.090623167,1.484575605
9/30/2007,592,0.700438648,0.995621373
10/31/2007,593,0.09276214,0.362105254
11/30/2007,594,-0.763736467,-0.467866923
12/31/2007,595,-0.083519352,-1.511803999
1/31/2008,596,0.452065008,-0.972514137
2/29/2008,597,1.184446045,-0.522583641
3/31/2008,598,1.301797835,0.184742466
4/30/2008,599,1.061111669,0.339196052
5/31/2008,600,0.971804785,0.195461598
6/30/2008,601,1.139064305,0.256928355
7/31/2008,602,2.078563964,0.619409071
8/31/2008,603,2.553116505,1.78643957
9/30/2008,604,2.387492835,2.506685832
10/31/2008,605,3.247676207,2.589642716
11/30/2008,606,3.639214061,3.685837943
12/31/2008,607,2.132062867,4.286144877
1/31/2009,608,1.668671634,2.947539738
2/28/2009,609,1.684423991,2.601992157
3/31/2009,610,1.659634345,2.677558818
4/30/2009,611,0.707346209,2.650835162
5/31/2009,612,1.598351242,1.63498495
6/30/2009,613,1.06136886,2.404751822
7/31/2009,614,1.300180373,1.696393198
8/31/2009,615,1.012937469,1.724345731
9/30/2009,616,1.890050618,1.1998713
10/31/2009,617,1.437342443,1.828130281
11/30/2009,618,0.809893901,1.130417845
12/31/2009,619,0.983089241,0.277048127
1/31/2010,620,1.106204666,0.257452059
2/28/2010,621,0.615468904,0.232892683
3/31/2010,622,0.913940149,-0.351219571
4/30/2010,623,1.204409497,-0.086020811
5/31/2010,624,1.783519261,0.233348782
6/30/2010,625,2.086530169,0.901734642
7/31/2010,626,1.996140759,1.348846743
8/31/2010,627,1.1033857,1.448424109
9/30/2010,628,0.166538203,0.779690194
10/31/2010,629,0.228683105,0.08698966
11/30/2010,630,1.035085673,0.398227468
12/31/2010,631,1.011113544,1.443181495
1/31/2011,632,1.402995219,1.632387403
2/28/2011,633,2.290116903,2.198819315
3/31/2011,634,3.086297517,3.211010749
4/30/2011,635,2.496217042,4.075004394
5/31/2011,636,1.725421888,3.491263945
6/30/2011,637,2.571569602,2.66494162
7/31/2011,638,2.153648091,3.397147376
8/31/2011,639,2.228322432,2.813953481
9/30/2011,640,3.155205154,2.682300845
10/31/2011,641,3.000483109,3.374630412
11/30/2011,642,3.074003494,2.971712412
12/31/2011,643,3.55094743,2.798825666
1/31/2012,644,2.845026502,3.046471694
